refYear,country,imports,exports,total_trade,import_export_ratio,prev_trade,yoy_change,volatility_score,dependency_score,year,event_count,avg_goldstein,avg_tone,conflict_ratio,disruption_index,risk_label,node_id,predicted_risk,prob_low,prob_medium,prob_high,confidence,risk_category,total_trade_B,imports_B,exports_B,yoy_pct,risk_score,phase,phase_order,country_tableau,confidence_pct,confidence_bucket,trade_balance_type
2020,Poland,0.0,0.0010132215627897,299521326.0,0.0,2973005806.0,0.0,0.0124841733684723,0.242362874098995,2020.0,0.075278651305393,0.4803073908952477,0.1188088364415104,0.792071828358495,0.1950276284332157,0,Poland_2020,0,0.9772559,0.0007338913,0.022010244,0.9772559,Low,0.3,0.0,0.0,0.0,33.6,COVID Shock (2020),2,Poland,97.7,High (≥80%),Export-heavy
2021,Poland,0.0,0.0015459139048866,420110621.0,0.0,299521326.0,0.037289351388717,0.0124841733684723,0.242362874098995,2021.0,0.0867924539207486,0.5126037140097542,0.1653989830118447,0.8268535648190032,0.2123617738370688,0,Poland_2021,0,0.98399734,0.0068121064,0.009190527,0.98399734,Low,0.42,0.0,0.001,3.73,36.6,Recovery (2021),3,Poland,98.4,High (≥80%),Export-heavy
2022,Poland,0.0169388484830666,0.0033545086283549,6670015354.0,7.040669030487726,420110621.0,0.451875910718548,0.0124841733684723,0.242362874098995,2022.0,0.1184430474023401,0.6744171041482776,0.1705306320458229,0.644388153783457,0.2684224389511009,0,Poland_2022,0,0.88938147,0.09868377,0.0119346995,0.88938147,Low,6.67,0.113,0.022,45.19,46.3,Post-COVID (2022),4,Poland,88.9,High (≥80%),Import-heavy
2019,Portugal,0.0037879531202319,0.0015349523296861,1723707699.087,3.127364201442525,0.0,0.0257574309132079,0.0044283106630339,0.1750769748214677,2019.0,0.0387086195455581,0.5810010212576333,0.2683194166787207,0.6508809600055586,0.1747133087556245,0,Portugal_2019,0,0.7381484,0.0030032159,0.25884837,0.7381484,Low,1.724,0.007,0.003,2.58,30.1,Pre-COVID (2019),1,Portugal,73.8,Medium (50-80%),Import-heavy
2020,Portugal,0.0037823843082463,0.0018366176508001,1790077674.827,2.6838993789798,1723707699.087,0.0268603119540707,0.0044283106630339,0.1750769748214677,2020.0,0.0313301304368763,0.6716733278481574,0.1514958389392041,0.5999745904655779,0.1556155717588483,0,Portugal_2020,0,0.8615246,0.0012287651,0.13724674,0.8615246,Low,1.79,0.007,0.003,2.69,26.8,COVID Shock (2020),2,Portugal,86.2,High (≥80%),Import-heavy
2021,Portugal,0.0053815044322714,0.0025258416015462,2497475490.229,2.8904898221108715,1790077674.827,0.0370765458958812,0.0044283106630339,0.1750769748214677,2021.0,0.0332221665057488,0.6942265739628242,0.2466128058863647,0.5938149267125009,0.1662465656789649,0,Portugal_2021,0,0.9483197,0.008635137,0.043045286,0.9483197,Low,2.497,0.013,0.006,3.71,28.7,Recovery (2021),3,Portugal,94.8,High (≥80%),Import-heavy
2022,Portugal,0.0084869376537354,0.0053530405011228,4208235353.671,2.282666201969322,2497475490.229,0.0453778577650563,0.0044283106630339,0.1750769748214677,2022.0,0.0337035293815049,0.7703704330579177,0.3271671968419552,0.5116597548662359,0.1636389913714193,0,Portugal_2022,0,0.90067774,0.06959913,0.029723156,0.90067774,Low,4.208,0.036,0.023,4.54,28.2,Post-COVID (2022),4,Portugal,90.1,High (≥80%),Import-heavy
2019,Rep. of Korea,0.1146008949299766,0.3862212355714362,127015911736.0,0.451581282036396,0.0,0.0257574309132079,0.1137144915040483,0.5335345027944097,2019.0,0.1221647320214036,0.8734670563220417,0.5305561438459543,0.5708103922111866,0.311326632548732,0,Rep. of Korea_2019,2,0.14752822,0.21338016,0.6390916,0.6390916,High,127.016,14.556,49.056,2.58,53.7,Pre-COVID (2019),1,South Korea,63.9,Medium (50-80%),Export-heavy
2020,Rep. of Korea,0.1398079891715758,0.3950241691595492,137700048237.0,0.5386419232678539,127015911736.0,0.0281667922216185,0.1137144915040483,0.5335345027944097,2020.0,0.088112887379258,0.6883575916745482,0.2217297835691011,0.7127595896709543,0.302218248401694,0,Rep. of Korea_2020,2,0.2514704,0.26149905,0.48703054,0.48703054,High,137.7,19.252,54.395,2.82,52.1,COVID Shock (2020),2,South Korea,48.7,Low (<50%),Export-heavy
2021,Rep. of Korea,0.1806913938378928,0.4965074641266242,174770046953.0,0.5539532365519576,137700048237.0,0.0334684026698316,0.1137144915040483,0.5335345027944097,2021.0,0.0774777481205265,0.9835565768874336,0.6156050817297481,0.520209268502589,0.3137835521321464,0,Rep. of Korea_2021,0,0.5754978,0.3854361,0.03906609,0.5754978,Low,174.77,31.579,86.775,3.35,54.1,Recovery (2021),3,South Korea,57.5,Medium (50-80%),Export-heavy
2022,Rep. of Korea,0.1907488541248801,0.4976266096563635,178491187600.0,0.583472469847169,174770046953.0,0.0263672903047889,0.1137144915040483,0.5335345027944097,2022.0,0.0958055899433488,1.0,0.628994176924786,0.4614159357145787,0.3048832392604401,0,Rep. of Korea_2022,0,0.7083388,0.2879574,0.0037038152,0.7083388,Low,178.491,34.047,88.822,2.64,52.6,Post-COVID (2022),4,South Korea,70.8,Medium (50-80%),Export-heavy
2019,Romania,0.0,4.891545306364351e-05,81224600.58,0.0,0.0,0.0257574309132079,0.0069876085291278,0.5280984770264784,0.0,0.0,0.0,0.4651280527187281,0.0,0.1857851932698724,0,Romania_2019,0,0.7402163,0.0029180776,0.25686553,0.7402163,Low,0.081,0.0,0.0,2.58,32.0,Pre-COVID (2019),1,Romania,74.0,Medium (50-80%),Export-heavy
2020,Romania,0.0,8.372503056494968e-05,89104688.35,0.0,81224600.58,0.0285362744782419,0.0069876085291278,0.5280984770264784,0.0,0.0,0.0,0.4651280527187281,0.0,0.1863409619828791,0,Romania_2020,0,0.8390457,0.0126696825,0.14828458,0.8390457,Low,0.089,0.0,0.0,2.85,32.1,COVID Shock (2020),2,Romania,83.9,High (≥80%),Export-heavy
2021,Romania,0.0,0.0002105337541974,117811266.94,0.0,89104688.35,0.0349853017562138,0.0069876085291278,0.5280984770264784,0.0,0.0,0.0,0.4651280527187281,0.0,0.1876307674384735,0,Romania_2021,1,0.2855359,0.69654506,0.017919062,0.69654506,Medium,0.118,0.0,0.0,3.5,32.4,Recovery (2021),3,Romania,69.7,Medium (50-80%),Export-heavy
2022,Romania,0.0097966889406065,0.0005447867805544,3571356873.2000003,17.458678908240966,117811266.94,0.8654087976566921,0.0069876085291278,0.5280984770264784,0.0,0.0,0.0,0.4651280527187281,0.0,0.3537154666185692,1,Romania_2022,1,0.07570853,0.9217606,0.0025307955,0.9217606,Medium,3.571,0.035,0.002,86.54,61.0,Post-COVID (2022),4,Romania,92.2,High (≥80%),Import-heavy
2019,Singapore,0.1306241372385288,0.3662641548412718,128022868983.799,0.5427428589970696,0.0,0.0257574309132079,0.2458172881944502,0.1328550673782376,2019.0,0.0490972070874389,0.9083075785074136,0.4945031894074531,0.455750561283179,0.2299233426187582,0,Singapore_2019,0,0.89121115,0.025786012,0.08300288,0.89121115,Low,128.023,16.723,46.89,2.58,39.7,Pre-COVID (2019),1,Singapore,89.1,High (≥80%),Export-heavy
2020,Singapore,0.0,0.421952470536921,95590486222.933,0.0,128022868983.799,0.018501185957397,0.2458172881944502,0.1328550673782376,2020.0,0.0389732336592477,0.8255611287750636,0.2985683607750459,0.5765544627212176,0.2269991959800611,0,Singapore_2020,0,0.94342685,0.009604868,0.046968274,0.94342685,Low,95.59,0.0,40.335,1.85,39.1,COVID Shock (2020),2,Singapore,94.3,High (≥80%),Export-heavy
2021,Singapore,0.1883199701247375,0.5585973761861031,191456092631.766,0.5132027965181807,95590486222.933,0.0544830096323474,0.2458172881944502,0.1328550673782376,2021.0,0.0315342355211556,0.9835636274184604,0.4656831345424963,0.3989324738470822,0.2242637397606759,0,Singapore_2021,0,0.9790491,0.013869397,0.007081468,0.9790491,Low,191.456,36.055,106.947,5.45,38.7,Recovery (2021),3,Singapore,97.9,High (≥80%),Export-heavy
2022,Singapore,0.2228807099657535,0.6190033610282978,217047091097.849,0.5481437962806678,191456092631.766,0.0295860192616447,0.2458172881944502,0.1328550673782376,2022.0,0.0302165836717595,0.9491853959509836,0.582062646871836,0.4412266194946075,0.2372664147665981,0,Singapore_2022,0,0.96979195,0.02849677,0.0017113078,0.96979195,Low,217.047,48.376,134.353,2.96,40.9,Post-COVID (2022),4,Singapore,97.0,High (≥80%),Export-heavy
2019,Slovakia,0.0018890635701626,0.0008984897251206,924893951.007,2.3810945824697978,0.0,0.0257574309132079,0.0,0.2541538098920914,2019.0,0.0168233164157312,0.6213413716349181,0.2545968878797878,0.660618750954578,0.1932424400868299,0,Slovakia_2019,0,0.90736526,0.0049586496,0.08767612,0.90736526,Low,0.925,0.002,0.001,2.58,33.3,Pre-COVID (2019),1,Slovakia,90.7,High (≥80%),Import-heavy
2020,Slovakia,0.0015988291486504,0.0010471686750144,858479207.983,1.7944725266717017,924893951.007,0.0237006255747212,0.0,0.2541538098920914,2020.0,0.0103407221902578,0.5345402594381629,0.2976333739423905,0.775821380392033,0.2144151220410111,0,Slovakia_2020,0,0.95848185,0.0015814235,0.039936647,0.95848185,Low,0.858,0.001,0.001,2.37,37.0,COVID Shock (2020),2,Slovakia,95.8,High (≥80%),Import-heavy
2021,Slovakia,0.002202820463261,0.0009282385051751,1039811128.809,2.70986001575024,858479207.983,0.0318075665918875,0.0,0.2541538098920914,2021.0,0.011785713937368,0.6517141691315154,0.3681078443782664,0.6794087496574798,0.208622062677849,0,Slovakia_2021,0,0.9775326,0.004425806,0.018041547,0.9775326,Low,1.04,0.002,0.001,3.18,36.0,Recovery (2021),3,Slovakia,97.8,High (≥80%),Import-heavy
2022,Slovakia,0.0027518226434953,0.0008129680142094,1203011375.145,3.732752418159297,1039811128.809,0.030253023869577,0.0,0.2541538098920914,2022.0,0.0178971259078025,0.7640715776484324,0.2382595123971996,0.6949249497898913,0.1976537509551419,0,Slovakia_2022,0,0.9614285,0.022312371,0.016259072,0.9614285,Low,1.203,0.003,0.001,3.03,34.1,Post-COVID (2022),4,Slovakia,96.1,High (≥80%),Import-heavy
2019,Spain,0.0068507175877212,0.0017466557028401,2827667428.908,5.07376962550349,0.0,0.0257574309132079,0.0107363333289796,0.6078374815165146,2019.0,0.1482307213987637,0.4486455462979419,0.245217454457508,0.8101931902982722,0.3063824805509557,0,Spain_2019,0,0.66593397,0.019695964,0.31437016,0.66593397,Low,2.828,0.019,0.005,2.58,52.8,Pre-COVID (2019),1,Spain,66.6,Medium (50-80%),Import-heavy
2020,Spain,0.0,0.0020929613015114,543949570.197,0.0,2827667428.908,0.0026242820580315,0.0107363333289796,0.6078374815165146,2020.0,0.131937608579841,0.5145659405295568,0.1138022860900073,0.7752575667062596,0.2833739904043685,0,Spain_2020,0,0.8834447,0.016338663,0.10021667,0.8834447,Low,0.544,0.0,0.001,0.26,48.9,COVID Shock (2020),2,Spain,88.3,High (≥80%),Export-heavy
2021,Spain,0.0,0.0023687825150466,606389149.402,0.0,543949570.197,0.0290453563695509,0.0107363333289796,0.6078374815165146,2021.0,0.1174073134428053,0.5976590247586056,0.2366244227956933,0.6986746971955521,0.2894529885106349,0,Spain_2021,0,0.7600762,0.208203,0.03172076,0.7600762,Low,0.606,0.0,0.001,2.9,49.9,Recovery (2021),3,Spain,76.0,Medium (50-80%),Export-heavy
2022,Spain,0.0156449315718514,0.0025788267999411,6048278910.143,8.24900481897188,606389149.402,0.2828082259162311,0.0107363333289796,0.6078374815165146,2022.0,0.1173829292070728,0.5452304865880789,0.2831119471808138,0.7413410755001449,0.3512542716041718,1,Spain_2022,1,0.15144446,0.84021866,0.008336891,0.84021866,Medium,6.048,0.095,0.016,28.28,60.6,Post-COVID (2022),4,Spain,84.0,High (≥80%),Import-heavy
2019,Sweden,0.0022794556561468,0.0016069218100355,1219873078.71,1.8112765479508155,0.0,0.0257574309132079,0.0030801511647636,0.0083094205551866,2019.0,0.0697380110750671,0.6555780162636865,0.2653180182215174,0.7270495026990735,0.1437421138978801,0,Sweden_2019,0,0.92599714,0.0024159176,0.07158691,0.92599714,Low,1.22,0.003,0.002,2.58,24.8,Pre-COVID (2019),1,Sweden,92.6,High (≥80%),Import-heavy
2020,Sweden,0.0,0.0018166103967914,481390081.09,0.0,1219873078.71,0.0084175349557922,0.0030801511647636,0.0083094205551866,2020.0,0.0395051712461526,0.5932672509800387,0.1295668256020113,0.7959110605239507,0.1370282491181779,0,Sweden_2020,0,0.953329,0.0020954106,0.04457559,0.953329,Low,0.481,0.0,0.001,0.84,23.6,COVID Shock (2020),2,Sweden,95.3,High (≥80%),Export-heavy
2021,Sweden,0.0032681584457376,0.0027120974825485,1810962142.965,1.6471884128371717,481390081.09,0.1048681580269629,0.0030801511647636,0.0083094205551866,2021.0,0.0348532009402995,0.642948599174847,0.3373588305072288,0.7212229994999745,0.1658943650693373,0,Sweden_2021,0,0.97830665,0.005378734,0.016314512,0.97830665,Low,1.811,0.006,0.005,10.49,28.6,Recovery (2021),3,Sweden,97.8,High (≥80%),Import-heavy
2022,Sweden,0.0049724546754458,0.0030632260874345,2478087455.015,2.245289445859155,1810962142.965,0.0363090396981181,0.0030801511647636,0.0083094205551866,2022.0,0.0722775840706134,0.6118725683847341,0.3335629650002376,0.7257174320948404,0.1524771197420992,0,Sweden_2022,0,0.9583237,0.026390724,0.015285545,0.9583237,Low,2.478,0.012,0.008,3.63,26.3,Post-COVID (2022),4,Sweden,95.8,High (≥80%),Import-heavy
2019,Switzerland,0.0,0.0060993908219852,1450913070.816,0.0,0.0,0.0257574309132079,0.0045606528405785,0.1116915576184998,2019.0,0.0760779123655134,0.7696046149946497,0.1927508134680728,0.5585970460694933,0.1375072096966714,0,Switzerland_2019,0,0.6918858,0.0011755878,0.3069386,0.6918858,Low,1.451,0.0,0.009,2.58,23.7,Pre-COVID (2019),1,Switzerland,69.2,Medium (50-80%),Export-heavy
2020,Switzerland,0.0,0.0058417153084375,1392581260.76,0.0,1450913070.816,0.0246058758920689,0.0045606528405785,0.1116915576184998,2020.0,0.0616496697706174,0.738465225413805,0.1413479682002669,0.6210201174123229,0.1415000748670874,0,Switzerland_2020,0,0.8265873,0.00041358342,0.17299914,0.8265873,Low,1.393,0.0,0.008,2.46,24.4,COVID Shock (2020),2,Switzerland,82.7,High (≥80%),Export-heavy
2021,Switzerland,0.0,0.0074330330251717,1752818993.532,0.0,1392581260.76,0.0331669374813933,0.0045606528405785,0.1116915576184998,2021.0,0.0550451543664816,0.7128886304875427,0.2198149322580946,0.6743473503614223,0.1590580685331,0,Switzerland_2021,0,0.9701554,0.0014046204,0.028439999,0.9701554,Low,1.753,0.0,0.013,3.32,27.4,Recovery (2021),3,Switzerland,97.0,High (≥80%),Export-heavy
2022,Switzerland,0.0058701094769915,0.007907208412781,3884163196.666,1.088078595889191,1752818993.532,0.060586122140847,0.0045606528405785,0.1116915576184998,2022.0,0.0540201133458752,0.7731284451998917,0.2742490159477331,0.5911960227297812,0.1575126146892084,0,Switzerland_2022,0,0.97628766,0.008955745,0.014756666,0.97628766,Low,3.884,0.023,0.031,6.06,27.2,Post-COVID (2022),4,Switzerland,97.6,High (≥80%),Balanced
2019,Thailand,0.0284151011213115,0.0396209693602941,18836896534.128,1.083859463149931,0.0,0.0257574309132079,0.0186774724401829,8.093729076961473e-05,2019.0,0.0555680607549671,0.5758858797428776,0.3861819194795172,0.7627787242606177,0.1638099628244332,0,Thailand_2019,0,0.88638955,0.016850492,0.0967599,0.88638955,Low,18.837,0.535,0.746,2.58,28.2,Pre-COVID (2019),1,Thailand,88.6,High (≥80%),Balanced
